LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PI
1716209199.094748,211861.667,32970,9,PI,1,100,138447
1716209199.105082,211872.000,32970,9,PI,1,100,138429
1716209199.115416,211882.333,32970,9,PI,1,100,138426
1716209199.125749,211892.667,32970,9,PI,1,100,138382
1716209199.136082,211903.000,32970,9,PI,1,100,138399
1716209199.146416,211913.333,32970,9,PI,1,100,138394
1716209199.156749,211923.667,32970,9,PI,1,100,138389
1716209199.167083,211934.000,32970,9,PI,1,100,138395
1716209199.176810,211943.727,32988,11,PI,1,100,138409
1716209199.186538,211953.455,32988,11,PI,1,100,138372
1716209199.196265,211963.182,32988,11,PI,1,100,138371
1716209199.205992,211972.909,32988,11,PI,1,100,138339
1716209199.215720,211982.636,32988,11,PI,1,100,138287
1716209199.225447,211992.364,32988,11,PI,1,100,138315
1716209199.235174,212002.091,32988,11,PI,1,100,138313
1716209199.244902,212011.818,32988,11,PI,1,100,138337
1716209199.254629,212021.545,32988,11,PI,1,100,138335
1716209199.264357,212031.273,32988,11,PI,1,100,138352
1716209199.274084,212041.000,32988,11,PI,1,100,138310
1716209199.284528,212051.444,33004,9,PI,1,100,138323
1716209199.294973,212061.889,33004,9,PI,1,100,138301
1716209199.305418,212072.333,33004,9,PI,1,100,138270
1716209199.315862,212082.778,33004,9,PI,1,100,138285
1716209199.326307,212093.222,33004,9,PI,1,100,138318
1716209199.336751,212103.667,33004,9,PI,1,100,138301
1716209199.347196,212114.111,33004,9,PI,1,100,138334
1716209199.357641,212124.556,33004,9,PI,1,100,138314
1716209199.368085,212135.000,33004,9,PI,1,100,138302
1716209199.377722,212144.636,33020,11,PI,1,100,138289
1716209199.387358,212154.273,33020,11,PI,1,100,138286
1716209199.396995,212163.909,33020,11,PI,1,100,138281
1716209199.406631,212173.545,33020,11,PI,1,100,138297
1716209199.416267,212183.182,33020,11,PI,1,100,138285
1716209199.425904,212192.818,33020,11,PI,1,100,138290
1716209199.435540,212202.455,33020,11,PI,1,100,138306
1716209199.445177,212212.091,33020,11,PI,1,100,138287
1716209199.454813,212221.727,33020,11,PI,1,100,138266
1716209199.464450,212231.364,33020,11,PI,1,100,138295
1716209199.474086,212241.000,33020,11,PI,1,100,138297
1716209199.484787,212251.700,33038,10,PI,1,100,138268
1716209199.495486,212262.400,33038,10,PI,1,100,138253
1716209199.506187,212273.100,33038,10,PI,1,100,138280
1716209199.516887,212283.800,33038,10,PI,1,100,138295
1716209199.527587,212294.500,33038,10,PI,1,100,138248
1716209199.538287,212305.200,33038,10,PI,1,100,138266
1716209199.548987,212315.900,33038,10,PI,1,100,138268
1716209199.559687,212326.600,33038,10,PI,1,100,138240
1716209199.570387,212337.300,33038,10,PI,1,100,138265
1716209199.581088,212348.000,33038,10,PI,1,100,138256
1716209199.591421,212358.333,33055,9,PI,1,100,138248
1716209199.601754,212368.667,33055,9,PI,1,100,138234
1716209199.612088,212379.000,33055,9,PI,1,100,138213
1716209199.622422,212389.333,33055,9,PI,1,100,138202
1716209199.632755,212399.667,33055,9,PI,1,100,138193
1716209199.643088,212410.000,33055,9,PI,1,100,138155
1716209199.653422,212420.333,33055,9,PI,1,100,138172
1716209199.663755,212430.667,33055,9,PI,1,100,138204
1716209199.674089,212441.000,33055,9,PI,1,100,138185
1716209199.683816,212450.727,33071,11,PI,1,100,138187
1716209199.693543,212460.455,33071,11,PI,1,100,138174
1716209199.703271,212470.182,33071,11,PI,1,100,138175
1716209199.712998,212479.909,33071,11,PI,1,100,138144
1716209199.722726,212489.636,33071,11,PI,1,100,138166
1716209199.732453,212499.364,33071,11,PI,1,100,138182
1716209199.742180,212509.091,33071,11,PI,1,100,138184
1716209199.751908,212518.818,33071,11,PI,1,100,138167
1716209199.761635,212528.545,33071,11,PI,1,100,138173
1716209199.771363,212538.273,33071,11,PI,1,100,138151
1716209199.781090,212548.000,33071,11,PI,1,100,138158
1716209199.791423,212558.333,33089,9,PI,1,100,138143
1716209199.801757,212568.667,33089,9,PI,1,100,138145
1716209199.812090,212579.000,33089,9,PI,1,100,138102
1716209199.822424,212589.333,33089,9,PI,1,100,138137
1716209199.832757,212599.667,33089,9,PI,1,100,138132
